id,created_at,text
799024734318960641,2016-11-16 23:01:56,"b'""Dinane oleh prei, Nanging diri sing tansah eling lan ati sing tansah gumantung ana Ngersaning Gusti Allah kudu tetep dijaga.""'"
799024663129034752,2016-11-16 23:01:39,"b'""Yen rumangsa rekasa urip lan iseh seneng sambat, Coba eling sareyan, Eling sapa2 sing mati tanpa dinuga.Muga2 bisa gawe syukure ati""'"
799024288418271232,2016-11-16 23:00:10,"b'Ojo cilik atimu yen iseh kere nasibmu, sebab sugih kwi mung masalah wektu, yen kuat niat lan lakumu'"
799024189713752064,2016-11-16 22:59:46,"b'Aja nuruti rasaning karep, Nanging turutana kareping rasa'"
798659812737236992,2016-11-15 22:51:52,"b'Yen Wedi Ing Kewuh,Sabarang Tan Ono Kangdadi**(Melakukan Sesuatu dg Selalu ragu-ragu, Maka semuanya akan Gagal dan Sia-sia)**'"
798659677244387329,2016-11-15 22:51:20,"b'""Panase srengenge amung dadi hawa semlenget sing ngepenakke kanggo uwong sing semeleh pikire lan adem atine""'"
798318957954404352,2016-11-15 00:17:26,"b'""Pantun\nNgombe legen seger tur enak, Segere nganti kroso neng jiwo**(Nek kepengen urip kepenak, Kudu bekti karo wong tuwo)**""'"
798318803423629312,2016-11-15 00:16:49,"b'*PARIBASAN*\nAnak Polah Bapa Kepradhah : Anak bertingkah, ortu bertanggung jawab.'"
798318665623949312,2016-11-15 00:16:16,"b'Wong lanang iku sejatine,ora nakal,ora gmpng nesu,ora goroh,ora tau selingkuh\nAngger koe ngerti ae\n \n#Pokoke lemah lembut wis'"
798318476288925696,2016-11-15 00:15:31,"b'Kudu angon wektu,tumindak\nkudu manut kala mangsaSebuah pitutur  menasehati kta agr slu\nmemperhatikan wtu dan\ntempat dengan baik\nmempertimban'"
798051445945708544,2016-11-14 06:34:26,"b'Guyub rukune wong tuwa iku bakal gawe ayem tentreme keluarga,dene tumrap putra wayah,ayem tentreme klg iku ajine ngungkuli akehe banda donyo'"
797933895740112896,2016-11-13 22:47:20,b'https://t.co/yxieYy34M2'
797933676017238017,2016-11-13 22:46:27,b'https://t.co/4B06vzYCnd'
797933221799301120,2016-11-13 22:44:39,b'@ziallensih bud sehat'
797932587519877121,2016-11-13 22:42:08,b'Konco sejati kuwi gelem belani naliko sliramu laku bener ananging sebalike ora dibelani naliko laku salah amarga tugase mung nyadarke awakmu'
797932242286718977,2016-11-13 22:40:46,"b'Sugih donya ora kudu sugih bandha, Sugih donya iku sugih kanca sugih sedulur sugih rasa. Iku sing utama.'"
797932159684091904,2016-11-13 22:40:26,"b'""Urip iku mung mampir ngombe, Aja tumindak sak geleme dhewe, Bisa gela tembe mburine""'"
797588231470469120,2016-11-12 23:53:47,"b'""Aja seneng Adigang, Adigung, Adiguna. Rumangsa luwih penting, Rumangsa luwih Agung lan Rumangsa luwih ana Gunane""'"
797586842212106241,2016-11-12 23:48:16,"b'Miwiti dina nganggo donga, iku tandane ati iseh eling marang sing Kuwasa'"
797262089798590469,2016-11-12 02:17:49,"b'*Aja rumangsa paling bener dhewe, jalaran ing donya iki ora ono sing bener dhewe* Bener urung mesthi Pener, ning nek Pener meshi Bener""'"
797261987801538560,2016-11-12 02:17:24,"b'""Aja sepira2 kurang, Sing paling apik iku yen sepira2 cukup""'"
796850925344174084,2016-11-10 23:04:00,"b'Mripat nyawang kuping ngrungokke ati ngrasakke,Senajan pikiran kadhang luwih pinter, nanging ati luwih ngerti sing bener'"
796563208047689728,2016-11-10 04:00:42,"b'Yen ora seneng dipaido aja seneng maido, Iku tandane yen uwong ora bisa ngregani liyan. Ateges ora ngregani awake dhewe.'"
796563071724503040,2016-11-10 04:00:10,"b'Manungsa dadi tanpa rega yen tumindake ala, Manungsa marani ajur yen ora gelem jujur.'"
796116789931307008,2016-11-08 22:26:48,"b'""Wong sing seneng, mutar balike kenyataan, bakalan keseksa atine sakjerone fakta iku terus bergulir""'"
796116594690650112,2016-11-08 22:26:01,"b'Sabar iku momot kuwat nandhang sakehing coba lan pandhadharaning urip: Kemampuan menahan godaan dan ujian hidup""'"
796116468886687744,2016-11-08 22:25:31,"b'""Kadonyan""\nAja ngagungake dadi wong sugih bandha mundak kuciwa ing tembe mburi, sebab kahanan kang ana iki bisa rusak'"
795741604149477376,2016-11-07 21:35:57,"b'""Gegayuhane  paling mulya tumpraping wanita yo kuwi dadi estri lan Ibu sing becik kanggo anak lan bojone""'"
795741464676315137,2016-11-07 21:35:23,"b'""Laku becik gawa mulya, Kanggo Kanca kanggo sedulur donga dinonga. Supaya nambah padhange donya""'"
795741353221111812,2016-11-07 21:34:57,"b'Sepira gedene sengsara yen tinampa kanti legawa amung dadi silire pacoban.""'"
795402875585241088,2016-11-06 23:09:58,"b'Yen dalan becik kebukak, Paranana. Yen dalan ala kebukak, Lunganana'"
795402663563137024,2016-11-06 23:09:07,"b'\xe2\x80\x9cMula wong urip iku, den padha akarep marang ngelmu, ala becik ngelmu iku den kawruhi, karana atunggal wujud, mung kacek emel lan batos.\xe2\x80\x9d'"
794772883218149376,2016-11-05 05:26:36,"b'""Pertimbangna nasehat sangka wong liya, nanging keputusan tetep ana dirimu pribadi'"
794309996485832704,2016-11-03 22:47:15,"b'Aja sira mung seneng lelaku kanggao golek drajat lan pangkat wae, jalaran bisa mlesedake sira pribadi'"
794309827086295040,2016-11-03 22:46:34,"b'""Sapa seneng tetulung, Bakal gampang oleh pitulungan""'"
793961307116404736,2016-11-02 23:41:41,"b'""Wis dadi garise seneng sukur dadi makmur, Seneng laku ala dadi cilaka, Seneng sambat ora mulya""'"
793961065264463872,2016-11-02 23:40:43,"b'Kadonyan\nBandha iku perlu nanging aja diumuk-umukake, drajat lan pangkat iku perlu, aja dipamer-pamerake,jalaran bisa mleset ake awake dhewe'"
793960885874135041,2016-11-02 23:40:00,"b'"" Sitik kweruhe nanging migunani tumprap masyarakat luwih becik, katimbang kokehan kepinteran nanging ora dipigunakake""'"
793960771172515840,2016-11-02 23:39:33,"b'""Kadonyan""\nAja seneng mamerake bandha lan ngegung ake pangkat, sebab bendha bisa lunga drajat bisa oncat'"
793571448321290240,2016-11-01 21:52:31,"b'""Sinau saka keikhlasane ibu mring anake, bakal isa nemoke makna hakekate  Pengorbanan""'"
793571335045648384,2016-11-01 21:52:04,"b'""Kadonyan""\nAja sira mung lelaku kanggo golek bandha wae, jalaran iku malah gawe nistha ing tembe mbu'"
790331175780749312,2016-10-23 23:16:50,"b'""Bandha kang ora resik iku badha colong utawa saka nemu duweing liyan kang kaweruhan sing npduwe""'"
790331050484310017,2016-10-23 23:16:20,"b'""Ora bakal kentekan dalan uwong sing gelem obah, Ora bisa obah sikile, Obah tangane, Ora bisa tangane, Obah atine""**'"
790330945110847488,2016-10-23 23:15:55,"b'""Gresik Suroboyo, Laku sing becik ojo sing olo""'"
790330861359026176,2016-10-23 23:15:35,"b'""Aja kocap lan rumangsa Gusti Allah ora gemati,awake dewe tumindak ala wae iseh direjekeni,buktine iseh bisa nyawang donya iki""**'"
790052748028895232,2016-10-23 04:50:28,"b'Ono paket mesti di trimo, isi kaos katok lan klambi,**( awali dino karo dongo pasti slamet sukses lan entuk rejeki)**.""'"
789732644934168576,2016-10-22 07:38:29,"b'""Numpak kapal banyune obah,nganggo pelampung banyune polah**(budal kerjo moco bismillah,yen wis rampung alhamdulillah)**""'"
789732542085603329,2016-10-22 07:38:05,"b'""Wong tuwa kudu memulang kang prayoga marang putra wayah""**'"
789731702306332672,2016-10-22 07:34:44,"b'""Keluarga iku aja digawe serik,jalaran mundhak ringkih adeging kulawarga""'"
789731579505455104,2016-10-22 07:34:15,"b'""Duwe kloso tengahe mengo, ditutupi benang lawe **(dadi menungso ojo sok ra butuh wong liyo, yen mati opo arep ngubur dewe)**""'"
789478998396932096,2016-10-21 14:50:35,"b'Ora ana manungsa ora butuh bandha,Nanging butuhe aja ngalahke butuhe manungsa marang Sing Kuwasa.Amarga bandha iku mung sarana'"
789268399561990144,2016-10-21 00:53:45,b'Ping'
