id,created_at,text
1197764740274982913,2019-11-22 06:32:22,b'Terkadang hidup tak sesuai KAREP\n#krpmuu'
1196954925298638848,2019-11-20 00:54:27,"b'Sukses kui ora ndelok koe anake sopo, sing penting nduwe niat kuat lan semangat olehmu nyambut gawe tanpo sambat. #krpmuu'"
1195158409177264128,2019-11-15 01:55:44,b'Mergo URIPKU ora segampang PAK BUK tumbaske kae. #krpmuu\n.\n@Kulinobareng_ @dapormu @TweetkuWagu @sancaka20 @_tweetsimple @dankgorenk_'
1194993955349254144,2019-11-14 15:02:15,"b'Ditelateni smpek ikhlas ati,  mboten angsal sambat,  sng smngat,  mben opo sng dipingine iso keturutan, pengen langsung tuku,  orah usah ngenyang \xf0\x9f\x98\x81 #krpmuu\n.\n@Kulinobareng_ @dapormu @dankgorenk_ @TweetkuWagu @ndasmu__ @_tweetsimple'"
1193394182800326656,2019-11-10 05:05:20,"b'Urip ojo digawe ribet,  lesu iyo mangan \xf0\x9f\x98\x81 #krpmuu'"
1193195049045000193,2019-11-09 15:54:02,"b'Turu wae, malam mingguan wes gak usum \xf0\x9f\x91\x8a#krpmuu\n@Kulinobareng_'"
1192771878198202369,2019-11-08 11:52:31,b'Sejatine kabeh harta sing mbok ndueni kui gur titipane gusti allah. Oraa di gowo matii #krpmu'
1192771054285946881,2019-11-08 11:49:14,"b""Percoyo'o nyebar elek e wong liya, ora bakal nggawe kowe dadi wong apik #krpmuu\n@Kulinobareng_"""
1192585966436810753,2019-11-07 23:33:46,"b'Wes ora usum sambat,  saiki usum e kerjo golek duwit sng akeh, gawe tuku cocote konco sng gapleki \xf0\x9f\x91\x8a #krpmuu\n@Kulinobareng_'"
1192464087726219265,2019-11-07 15:29:28,"b'Ojo lungo,  aku wegah golek, sng anyar #krpmuu'"
1191490733380734976,2019-11-04 23:01:42,b'@Migadone @akuibingung @tweetGoblokmu @NasibmuPiyeee @YowesLah_ @YowesNde @sancaka20 Kudu pisah kro slirahmu \xf0\x9f\x98\x81'
1190769151582670848,2019-11-02 23:14:23,"b'Sugeng enjing ati sng ambyarr,  opo wes apikan mane karo dek e sng sifat e kyok bayek \xf0\x9f\x98\x86 #krpmuu\n.\n@Kulinobareng_'"
1189434356885905413,2019-10-30 06:50:23,b'Panase terr terrr \xf0\x9f\x98\x88#AkuKuduSambat'
1188592867624644608,2019-10-27 23:06:37,"b'Sugeng enjing, ojok lali sarapan yo, kesehatanmu loh.'"
1187197559871115270,2019-10-24 02:42:09,"b'Uripmu kakean sambat, \nSampe lali mensyukuri nikmat sng gusti allah wenehi kanggo kowe #krpmuu\n@Kulinobareng_'"
1187000839660949504,2019-10-23 13:40:28,"b'Ketika aku kangen kowe,\nKowe gk kangen aku. \n.\nAmbyarr cukkk #krpmuu\n@Kulinobareng_'"
1186547655024922625,2019-10-22 07:39:40,b'Hahaha... \nPiye selosomu!? \nOpo iseh sambat!! #krpmuu\n@Kulinobareng_'
1184702765336944640,2019-10-17 05:28:44,"b'Umur mundhak kanthi pirang-pirang, nanging nyuda wektu urip. Matur suwun, Ya Allah, kanggo apa sing wis diwenehake marang aku. Muga-muga gusti Allah bisa uga tansah menehi aku sing paling apik.\xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/NlCnHWqDfy'"
1183596834700161025,2019-10-14 04:14:10,b'@SastraDimeja \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f https://t.co/3SKQMtPtVq'
1183400854725918720,2019-10-13 15:15:24,b'@sipiit17 @Kulinobareng_ @hlayosorry @JombloKemaki @KulinoDewee Gk prluh didol opo gunane hp eneng kamerane'
1183313317525196800,2019-10-13 09:27:34,b'@_tweetsimple Cooh \xf0\x9f\x91\x8a\xf0\x9f\x91\x8a'
1183308364161286144,2019-10-13 09:07:53,"b'Urip ora usah digawe susah, yen ketemu senenge yo alhamdulillah, nek orah iyo orah masalah #krpmuu\n.\n@Kulinobareng_'"
1182477880309108736,2019-10-11 02:07:50,b'Mensyukuri nikmat iku perlu\nMulo ojo sambat wae \xf0\x9f\x8d\x83 #krpmuu'
1182168250227937283,2019-10-10 05:37:29,"b'Wong kok sambat panas wae.  \nGak usah sok sambat, ijek enek kipas gawe ngisis.\nBersyukuro \xf0\x9f\x8d\x83\n.\n@Kulinobareng_'"
1181747365960548353,2019-10-09 01:45:02,"b'Urip kok sambat wae,  opo iyo gk wedi dijuko karo sing kuoso \n.\n@Kulinobareng_'"
1180547861441679360,2019-10-05 18:18:38,"b'Wes ora kumanan malam minggu, \nSoale malam mingguku mung tak gawe kerjo wae,  mben faedah \xf0\x9f\x8d\x83\n.\n@Kulinobareng_'"
1180278794843590656,2019-10-05 00:29:27,"b'Isukmu ojo diawali sambat wae, bersyukur o iso ambekkan dino iki \xf0\x9f\x98\x81\n.\n@Kulinobareng_'"
1178509787488612352,2019-09-30 03:20:03,b'@KereKece Siapp cukk \xf0\x9f\x91\x8a'
1178097926037364736,2019-09-29 00:03:28,"b'Mensyukuri nikmat itu perlu \xf0\x9f\x8d\x83\nSugeng injing kanggo kowe sng dino minggu iseh kerjo, semangat iyo \xf0\x9f\x92\xaa\n@Kulinobareng_ @dapormu'"
1174322953669861378,2019-09-18 14:03:04,"b'Aduh cangkem?, sepurane aku luwe milih meneng karo ngrungokno omonganmu sng gk onok gunane kanggo uripku.\xf0\x9f\x8d\x83\n@Kulinobareng_ @dapormu'"
1174246867938492417,2019-09-18 09:00:44,b'@SastraDimeja aamiin \xf0\x9f\x98\x87'
1172381586991378433,2019-09-13 05:28:46,b'@dapormu knggo aku sitok iyo oleh \xf0\x9f\x98\x81'
1170360606718746625,2019-09-07 15:38:07,"b'Sng malam minggune kerjo,  sng semngat iyoooo \xf0\x9f\x98\x9a\nLebih berfaedah dri pada kluyuran gk jelas pinggir embong \xf0\x9f\x98\x9c'"
1169556847965003777,2019-09-05 10:24:16,"b'RT @krpmuu: @dapormu Ojo gur maido tok,  pisan2 berdindak mben ngrti rasane krja keras orah dihargai iku piye rasane, loro cukkk \xf0\x9f\x91\x8a'"
1169313060382593024,2019-09-04 18:15:33,"b'Sugeng dalu pejuang rupiah. \nSemngat ngge krjo e,  ojo sambat wae mben diwenehi nikmat sng luweh akeh \xf0\x9f\x8d\x83\n@Kulinobareng_ @SastraDimeja'"
1169312601236361216,2019-09-04 18:13:43,"b'@SastraDimeja Ngge mbah, bener jenengan \xf0\x9f\x99\x8f'"
1169311516559962112,2019-09-04 18:09:24,b'@Hellendongg @Kulinobareng_ @KulinoDewee @KulinoRapopo Jmbng mna neng \xf0\x9f\x98\x81'
1169043740553400320,2019-09-04 00:25:22,"b'Prjuangan sng tmenan iyo iki pas sift malam,  wayahe wong turu awdw krjo,  wyahe wong krjo awdw turu \xf0\x9f\x98\xa5 wes ah ojok sambat,  disyukuri wae\n@Kulinobareng_ @dapormu'"
1168592368502657024,2019-09-02 18:31:46,b'@Rak_ngerti Mergo 2 kurang cukup\xf0\x9f\x98\x81'
1167919994224533509,2019-08-31 22:00:00,b'#September Mugi dipun paringi Lancar sedoyonipun  \xf0\x9f\x8d\x83'
1167395453635153920,2019-08-30 11:15:39,"b'Wes ta percoyo wae, dunyo iki mubeng, ojok trlalu nangisi keadaan,  tutno wae alur e,  kowe bakalan kepenak \xf0\x9f\x8d\x83\n@Kulinobareng_ @Rak_ngerti @dapormu'"
1165611190606712833,2019-08-25 13:05:38,b'@JombloKemaki Kreekkk \xf0\x9f\x92\x94'
1165575720677986305,2019-08-25 10:44:41,b'@yowessory Omong kosong \xf0\x9f\x98\xa3'
1164912216186900482,2019-08-23 14:48:10,b'@dapormu @Wah_Yu378 Ada yg wrna merah gak?'
1164910281887113216,2019-08-23 14:40:28,b'RT @danarjon: Cowok yang pake scoopy adalah cowok yang gak kesampean beli vespa matic'
1164484948792762368,2019-08-22 10:30:21,"b'Ojo smpek gelem nuturi ora gelem dituturi.\nWes.!!,  ojok sampek \xf0\x9f\x8d\x83\n.\n@Kulinobareng_ @kurakura_tinja @dapormu @Sancaka20'"
