id,user,created_at,place,text
923518217380876288,2017-10-26 11:54:35,b'@infosebel Rame ku hana anisa dang :(('
917057768711786496,2017-10-08 16:03:04,b'@PRFMnews @olegunnnn Ya alloh nganggur deui :((('
917057222818934785,2017-10-08 16:00:54,"b'@PRFMnews Seeur masyarakat nu kabantos ku ayana angkutan onlen,  sanes abdi nyudutkeun angkutan konvesional min da\xe2\x80\xa6 https://t.co/NX81c96Vj7'"
917056781980856320,2017-10-08 15:59:09,b'@PRFMnews Abdi sebagai supir onlen sanes teu nampi keputusan na da kumargi abdi ge perlu tuang min selain tina ngag\xe2\x80\xa6 https://t.co/v3lMJkIW3E'
917056123554770944,2017-10-08 15:56:32,b'@PRFMnews Min punten ieu mah rada di kaji deui.. Ulah mutuskeun secara sepihak badamikeun heula sareng masyarakat..'
917054879889104901,2017-10-08 15:51:36,b'Sieun kang supirna galalak :((( https://t.co/G93f47o61r'
910135244929376257,2017-09-19 13:35:26,b'Bener mang butut pisan https://t.co/Y2W2ZoVMWB'
747801799302647809,2016-06-28 14:40:17,"b""RT @WahBoloho: Teuing kumaha pipikiran supir treuk nu nyieun tulisan 'Mendem Kangen' dina bujur treuk. Aing jadi baper anjir setiap kali be\xe2\x80\xa6"""
747659351532445697,2016-06-28 05:14:14,"b'RT @pancaranimelia: Tapikan tidak se dadas argentina copa kemaren pagi pinalti gagal,3x final 3x gagal\xf0\x9f\x98\x82\xf0\x9f\x98\x81 udh mau nyaingin bang toyib ga plg\xe2\x80\xa6'"
747166317040435200,2016-06-26 20:35:06,"b""Sahur hari ini mah cukup liat foto kamu juga udah kamerkaan :')"""
746826296794091520,2016-06-25 22:03:59,"b'RT @PecanduKopi__: Malam ini langit pun menangis, karena dia tau bahwa besok pagi kau takan bersama ku lagi.'"
729242632270974977,2016-05-08 09:32:46,b'Bisa jadi mangs. https://t.co/fXqTs422Ee'
