id,user,created_at,place,text
1065960694418333697,2018-11-23 13:30:08,"b'Kegoblogan anda mah @persib goreng patut asli permainan maneh, eweuh semangat hayang juara!!'"
1065959763664560128,2018-11-23 13:26:26,"b'Loba tataian di tukang, menit lila keneh geus loba gaya!!\n\nAri target juara ari maen kos kieu patut, horeamm anyingg!'"
1065959320494387201,2018-11-23 13:24:41,"b'Mangga mamam!!\n\nJeung tim kieu wae seri, loba gayaa, loba maen di tukang!!\n\nPrediksi aing bener anjir, pasti 2-2 \xf0\x9f\x98\x85\xf0\x9f\x98\x85'"
1060840683131420673,2018-11-09 10:25:02,"b'Geus ulah nargetkeun juara ari permaenan kieu patut mah, eweuh semangat pisan keur jadi juara na ge..\n\nHoreaaaaaammmmm!!!'"
1053636359733239808,2018-10-20 13:17:38,b'Teu pika hayangeun kieu maen.. Horeaammm!!\n\nSiga lain tim gede kieu persib duuhh...'
1053613765768314881,2018-10-20 11:47:51,b'Geus pinalti deui koplok teh!!'
1049656706484133891,2018-10-09 13:43:55,b'Sedih anjir ninggali tim nu di banggakeun di kieu kieu ku penguasa nu hayang @persib ancur jeung terpuruk!!\n\nDi saa\xe2\x80\xa6 https://t.co/PYRmtIdxfm'
1049655539674873858,2018-10-09 13:39:16,b'Tegas hanya untuk @persib tidak untuk tim lain.. Hahaha lemaahhh!! https://t.co/PmwRXox906'
1049654865062965251,2018-10-09 13:36:36,b'RT @SuporterFC: Mau ikutan Persib kayaknya biar mainnya di luar Pulau Jawa. Siap~\n\nhttps://t.co/f4bGatRZr6'
1049654729268178944,2018-10-09 13:36:03,b'Moal wani ngahukum.. https://t.co/SqxrUjewt4'
1049654382550294528,2018-10-09 13:34:41,b'Moal wanieun wkwkwk https://t.co/WBtX0keDE7'
1049654090937114624,2018-10-09 13:33:31,b'Pasti semuaa senang melihat Persib kalah.. Pinter PSSI nyokotan pemain inti persib ku hukuman meh persib eleh.. *keprookk*'
1004012160928792578,2018-06-05 14:48:47,b'Gaya natsir pas geus nahan pinalti asa siga kurnia mega \xf0\x9f\x98\x9d good job natsir \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f'
1004004357170388992,2018-06-05 14:17:46,b'Teu wasit teu hakim garis geus moal baleg'
1004003991838121986,2018-06-05 14:16:19,b'Cik atuh hakim garis teh nu alus!!'
1002232323964731394,2018-05-31 16:56:21,b'Goreng patuttt permainan persib bieu.. Karek ayeuna nonton persib bari youtube an \xf0\x9f\x98\xb4\xf0\x9f\x98\xb4'
1002200416862404608,2018-05-31 14:49:34,b'Terlalu ngandelkeun si ezeciel sakalina eweuh permainan teu berkembang..!!!'
1002194657424494592,2018-05-31 14:26:40,b'Permainan persib nyieun tunduh..'
992340735729909760,2018-05-04 09:50:42,b'Gozali nanaon lain di shooting langsung!!'
989439414274220033,2018-04-26 09:41:53,"b'hayang nyaho @PSSI bisa tegas teu ka persija, kalo emang mayday menjadi halangan kuduna ulah laga persib vs persija\xe2\x80\xa6 https://t.co/lc6tmW8Yvr'"
989121882002673665,2018-04-25 12:40:08,b'#PersijaTakutKalah #PersijaLemah #ligabapakgimanabapak #PersijaTakutKalah #PersijaTakutKalah #PersijaTakutKalah\xe2\x80\xa6 https://t.co/zwBxDoLc41'
989121028499562496,2018-04-25 12:36:44,"b'RT @v_frontline_pc: Andritany + Rezaldi timnas, Jemerson cedera. Bauman + Eze on fire. Ini bukan cocoklogi yaa. \xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
989120906231402497,2018-04-25 12:36:15,b'Ini banget!! https://t.co/81qoCO2T7S'
989120760861016064,2018-04-25 12:35:41,"b'RT @FalseNineFC: Minus pemain andalan kedua tim yang dipanggil Indonesia.\n\nPersib tetap siap tampil. Sementara, Persija mengalami kondisi b\xe2\x80\xa6'"
989120682310053888,2018-04-25 12:35:22,"b'RT @FalseNineFC: Hari Buruh itu bukan kegiatan yang ditetapkan secara mendadak. Tapi anehnya, pembuat jadwal liga malah menetapkan pertandi\xe2\x80\xa6'"
989114510773444608,2018-04-25 12:10:50,b'@olegunnnn Musingkeun gun tim bapak mah. #PersijaTakutKalah #ligabapakgimanabapak'
989114201065975809,2018-04-25 12:09:37,b'Wirang atuh perjisa ninggali permainan PERSIB ayeuna mah.. Mental lemah alesan mayday #PERSIJATAKUTKALAH'
987252641267793920,2018-04-20 08:52:26,"b'Lamun kajadian eta nimpa bobotoh geus pasti eta denda leuwih ti 300 juta, nu aneh mah sanksi pengosongan tribun timur 2 laga \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'"
986377190420856832,2018-04-17 22:53:42,b'Kumaha dinya!! https://t.co/pIVHhYFGMK'
985527851549016065,2018-04-15 14:38:44,"b'RT @GosipLigaM: Bekas jurulatih Johor Darul Ta\xe2\x80\x99zim, Mario Gomez dilaporkan cedera di kepala dan dipercayai dibaling objek oleh penyokong Ar\xe2\x80\xa6'"
985525109849899008,2018-04-15 14:27:51,b'\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/1eulLHDBCP'
985510208725110784,2018-04-15 13:28:38,b'Kampungan supporter sia!! @we_aremania'
985509751206199297,2018-04-15 13:26:49,b'Satu kata keur supporter arema??\n\n*goblog'
983723114046504960,2018-04-10 15:07:21,b'RT @FaktaAgama: Jenis2 sholat :\n\n\xe2\x97\x8f Keliru = Istikharah.\n\xe2\x97\x8f Rezeki = Dhuha\n\xe2\x97\x8f Permudah urusan = Tahajjud\n\xe2\x97\x8f Gelisah = Tasbih\n\xe2\x97\x8f Insaf = Taubat\n\xe2\x97\x8f\xe2\x80\xa6'
983692170484891648,2018-04-10 13:04:24,b'RT @SakarepManeh: Pertengkaran dan perselisihan biasa dina hubungan mah. Nu luar biasa mah kumaha carana kabeh eta bisa jadi suatu kebahagi\xe2\x80\xa6'
983692017031987200,2018-04-10 13:03:47,b'RT @SakarepManeh: Sempurna? Percuma kalo sebatas nyieun luka mah. Sederhana? Ga masalah kalo selalu ngasih bahagia mah. Simpelkan!!'
983691982601154560,2018-04-10 13:03:39,"b'RT @SakarepManeh: Cuma sebatas temen tapi ngerasa sayang, ngerasa pengen ngejaga dia, ngerasa pengen selalu ada buat dia. haha kalakuan ain\xe2\x80\xa6'"
983691307234115589,2018-04-10 13:00:58,b'RT @SakarepManeh: Karna bosan bukan alasan untuk meninggalkan orang yang kita sayangi. Meren!'
982982171831910400,2018-04-08 14:03:07,"b'Ceuk aing mah pemain muda persib tadi maen na rapih Henhen, Sabill, Ghozali jeung Ardi idrus \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\n\nBangga boga penerus persib \xf0\x9f\x91\x8f\xf0\x9f\x91\x8clanjutkan!!'"
958732359028809729,2018-01-31 16:03:01,b'RT @NASA: LIVE NOW: Watch views of the #SuperBlueBloodMoon from multiple telescopes. Take a look: https://t.co/a5ScGDXhQu'
958719045028651008,2018-01-31 15:10:07,b'RT @FalseNineFC: Subhanallah walhamdulillah wala ilaha illallah wallahu akbar. #SuperBlueBloodMoon https://t.co/mZ2GGKDJIN'
953419576313708544,2018-01-17 00:11:55,b'RT @FalseNineFC: Lihat gaya main Bojan Malisic kok ya langsung ingat Gerard Pique. Stylish. Upgrade tepat setelah ditinggal Vladimir Vujovi\xe2\x80\xa6'
944001587751428096,2017-12-22 00:28:11,"b'Selalu memberikan semangat tidak henti, selalu memberikan cinta yang tak terhingga dan selalu menjadi guru selamanya.\n\n- SELAMAT HARI IBU -'"
941824322028560386,2017-12-16 00:16:31,"b'RT @detikcom: Basarnas Jabar: Air Pantai Pangandaran Surut, Warga Diminta Menjauh https://t.co/2GUyYqo0Xn https://t.co/LNZ6UrAVl8'"
937127867216904192,2017-12-03 01:14:29,b'RT @SakarepManeh: Butuh perjuangan dan doa untuk mencapai kesuksesan. Semangat\xf0\x9f\x92\xaa\xf0\x9f\x99\x8b'
934569562971955200,2017-11-25 23:48:41,b'RT @SakarepManeh: Di saat ngaktitik batur panghareupna di saat manehna di kritik ku batur teu narima. ayaa~'
934198877405593601,2017-11-24 23:15:43,"b'RT @SakarepManeh: Di sakitin sabar, di bohongin masih juga sabar. Sabab ku sabar urang bisa apal mana nu pentes di pertahankeun jeung mana\xe2\x80\xa6'"
930086190576943104,2017-11-13 14:53:22,b'RT @FrontalBuatSIA: AING EMANG TEU SEMPURNA TAPI AING SETIA. TINGGAL TI SIA HAYANG NU SEMPURNA ATAWA NU SETIA!! #FRNTL'
930086154795229187,2017-11-13 14:53:14,b'RT @FrontalBuatSIA: BERE AING KEPASTIAN SUPAYA AING TEU KAPEDEAN!! #FRNTL'
930086046494179328,2017-11-13 14:52:48,b'RT @FrontalBuatSIA: SETIA MAH TEU BISA DI TINGGALI DINA FISIK NU ALUS TAPI DI TINGGALI DINA HATE NU TULUS!! #FRNTL'
930085960490008577,2017-11-13 14:52:27,b'RT @FrontalBuatSIA: NU TIBA-TIBA PERHATIAN PASTI ETA AYA KEMAUAN NU AHIRNA BAKAL NGAJAUHAN MUN KABEH GEUS KATEKUNAN!! #FRNTL'
930085904537894912,2017-11-13 14:52:14,"b'RT @FrontalBuatSIA: KABOGOH NU DI BANGGA-BANGGAKEUN BIASA NA SOK NYIEUN KECEWA BERUJUNG LUKA, BIASA NA!! #FRNTL'"
919903127091810306,2017-10-16 12:29:31,"b'Teu respect ka si zulham aing.. Asa loba tingkah, messi jeung neymar wae nu skilna tingkat dewa santai wae. Zulham who???!!!'"
913169748984131584,2017-09-27 22:33:28,"b'RT @BlueHooligan_33: Saparak ditinggal Almarhum mang Ayi, manajemen asa kumaha karep kieu. Maneh na nyadar geus moal aya nu wani deui mereu\xe2\x80\xa6'"
888786342334693376,2017-07-22 15:42:31,"b'RT @riphanpradipta: Ada Bobotoh dikejar &amp; dikepung sama keamanan beres match, Tantan sama Kim langsung ngejar buat nyelametin. Rispek 82 &amp;\xe2\x80\xa6'"
884038091450667008,2017-07-09 13:14:40,b'Ko WASITNYA goblog yaa!!!'
878593709821931521,2017-06-24 12:40:38,"b'Nyungkeun di hapunten kanggo ka sadayana bilih aya ucapan anu teu merenah kanu manah, minal aidzin walfaidzin mohon maaf lahir dan bathin \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'"
868655647327264768,2017-05-28 02:30:19,"b'RT @SakarepManeh: Wani mere harepan kudu wani mere kepastian, ulah sebatas mere harepan tapi kahareupna mere kamodusan. Kan anying!!'"
865930882355404800,2017-05-20 14:03:05,b'RT @viking_boys: Teu maraca ieu \xf0\x9f\x98\x94 https://t.co/jhzsJehDYj'
865926028950085633,2017-05-20 13:43:48,"b'Ngadadak kangen permainan persib taun 2014 pantang menyerah, pressing alus tempo tinggi.. Maen di kandang pantang seri komo eleh mah!!! \xf0\x9f\x98\xa1\xf0\x9f\x98\xa1'"
852484026656899072,2017-04-13 11:30:04,b'RT @SakarepManeh: STOP PURA PURA BAHAGIA DEPAN ORANG YANG SIA CINTA LAMUN NYATANA HATE SIA MENDERITA!! Hmm~'
850688541285785600,2017-04-08 12:35:27,"b'Maitimo rada enjoy maen di babak kadua ceuk aing mah, lumayan aya waktu sekitar saminggu deui keur ngabangun kakompakan tim \xf0\x9f\x92\xaa\xf0\x9f\x92\xaa #PersibDay'"
843100706038992896,2017-03-18 14:04:07,b'Loba jelema anu teu sadar ngomongkeun kagorengan batur ka babaturanna tapi manehna oge teu sadar bahwa batur ngomongkeun kagorengan manehna!'
841288354368909312,2017-03-13 14:02:28,b'Kalo persib yang juara pasti heboh dan semua stasion tv berlomba untuk ngundang pemain persib. Fakta \xf0\x9f\x98\x82 https://t.co/o9mNEpWwxR'
840935264801320960,2017-03-12 14:39:25,"b'Peringkat 3 pun PERSIB tetep menjadi kebanggaan setelah menyabet JUARA KETIGA, BEST SUPPORTER dan BEST YOUNG PLAYER \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f'"
835488700385517568,2017-02-25 13:56:43,b'Mun hayang bahagia mah teu kudu ngarebut kabahagiaan batur meren cukup lakukeun apa adanya nu penting nyaman jeung bahagia di rasa. Okey!!'
828970843132743680,2017-02-07 14:17:05,b'Di saat ngaktitik batur panghareupna di saat manehna di kritik ku batur teu narima. ayaa~'
818450816524656640,2017-01-09 13:34:15,"b'Teu kudu aneh lamun aya jelema anu sok ngarusak hubungan batur mah, eta teh tanda tanda jelema anu teu bahagia hirupna. Cuekeun tinggalkeun!'"
816988475090079744,2017-01-05 12:43:26,b'Berkata jujur kudu dina hubungan mah soal manehna percaya atawa henteu na mah ulah ambil pusing nu penting geus jujur ngomong apa adanya!! \xf0\x9f\x99\x8c'
815245679819780096,2016-12-31 17:18:11,b'Terima kasih 2016 telah memberi pelajaran penting arti kerja keras dan selamat datang 2017 semoga menjadi awal yang baik\xf0\x9f\x99\x8f #happynewyear2017'
813715639130988544,2016-12-27 11:58:21,b'Boga rasa kanyaah mah teu salah tapi anu salah mah mere kanyaah ka jelema salah. Bener teu? TEUING!! \xf0\x9f\x98\xaf'
809374413594316801,2016-12-15 12:27:52,"b'Anu awalna di puji pasti bakal ngarasaan di benci, anu awalna nyieun bahagia pasti sawaktu waktu bakal nyieun kecewa. Pasti \xf0\x9f\x98\x9b'"
